requirement_id,feature_id,capability_id,requirement_type,title,normative_statement,priority,status_flag,database_evidence,backend_function,http_endpoint,frontend_evidence,security_permission_evidence,cross_module_integration,positive_test,negative_test,concurrency_retry_test,browser_test,verification_result,commit_sha,exact_gap,next_action,phase_owner,notes
F269-SEC-002,F269,POS-CAP-001,SEC,SoD/payment-data boundary,"Sensitive POS terminals actions MUST enforce manager override/maker-checker where configured and minimize PCI-sensitive data; raw PAN/CVV MUST NOT be stored by the ERP, and provider/token references are preferred.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-AUTO-001,F269,POS-CAP-001,AUTO,Automation boundary,"Automation for POS terminals MAY prefetch/sync catalog, retry jobs, generate alerts/drafts or reconcile provider callbacks, but MUST use normal domain/system authorization, idempotency, audit and exception queues.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-APP-001,F269,POS-CAP-001,APP,Approval/override contract,"Approval/override-required POS terminals transitions MUST snapshot material values, capture approver/reason/time, block prohibited self-approval and revalidate if cart/payment/return/shift facts change.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-NOTIF-001,F269,POS-CAP-001,NOTIF,Notification contract,"POS terminals notifications MUST be event-driven, deduplicated, permission-safe and actionable for payment uncertainty, sync conflict, stock/serial exception, cash variance, shift close or reconciliation failure as applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-REP-001,F269,POS-CAP-001,REP,Reporting contract,"POS terminals reporting MUST define formula, store/terminal/shift/cashier/timezone scope, payment/return treatment, freshness, permission-safe drilldown/export and reconciliation to immutable POS facts.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-AI-001,F269,POS-CAP-001,AI,AI boundary,"AI for POS terminals MAY improve search, explain promotions, detect anomalies/fraud signals or summarize analytics, but MUST show provenance/uncertainty and MUST NOT determine payment truth, tax, stock quantity, accounting, cash reconciliation, authorization or transition legality.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-INT-001,F269,POS-CAP-001,INT,Inbound integration,"POS terminals MUST consume item/customer/price/tax/stock/payment/provider facts only through versioned public contracts with source identity, scope, validation, retry semantics and reconciliation.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-INT-002,F269,POS-CAP-001,INT,Outbound integration,POS terminals MUST publish Stock/customer/Accounting/loyalty effects with stable source transaction identity and idempotency key; destination modules retain private-state ownership and may reject/reconcile independently.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-API-001,F269,POS-CAP-001,API,Command contract,"POS terminals commands MUST define request schema, store/terminal/shift permission scope, expected state/version, idempotency for externally visible effects, domain errors, transaction boundary, audit and downstream outcomes.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-API-002,F269,POS-CAP-001,API,Query contract,"POS terminals queries MUST define pagination/search/filter/sort, offline/freshness semantics where relevant, permission-safe aggregates, stable transaction IDs and compatibility/versioning behavior.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-PERF-001,F269,POS-CAP-001,PERF,Peak checkout envelope,"POS terminals MUST define p95/p99 latency and behavior for peak multi-terminal checkout, 0/1/100/10k/1m records, bounded search/scan, background sync thresholds and no unbounded request-time scans.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-OBS-001,F269,POS-CAP-001,OBS,Observability/recovery,"POS terminals MUST emit structured logs/metrics/traces with correlation, terminal/shift/transaction/provider/offline IDs, job retry/dead-letter state, payment/sync/reconciliation exception counters and support diagnostics without sensitive card data.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-E2E-001,F269,POS-CAP-001,E2E,Happy-path E2E,"Device/browser E2E MUST prove the primary authorized POS terminals journey including visible state, persisted transaction facts, audit and Stock/payment/Accounting contract outcome as applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-E2E-002,F269,POS-CAP-001,E2E,Failure/security/retry E2E,"E2E MUST prove POS terminals permission denial, duplicate submit, stale/conflict, network/payment uncertainty/offline replay, retry and void/refund/reversal/reconciliation without duplicate charge, stock or accounting effect.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-UAT-001,F269,POS-CAP-001,UAT,Cashier/store UAT,"A realistic cashier/store operator MUST execute POS terminals under configured device/store/shift conditions and verify visible, printed/provider, stock, cash and audit outcomes with evidence.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F269-UAT-002,F269,POS-CAP-001,UAT,Supervisor/finance UAT,"A supervisor/finance/auditor MUST independently verify POS terminals overrides/SoD, tender/cash reconciliation, return/refund control, downstream accounting and exception recovery before sign-off.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F270-CAP-001,F270,POS-CAP-001,CAP,Core sub-capability,"Cashiers MUST provide cashier identity/session assignment with employee/user source references, shift accountability and deactivation behavior.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F270-CAP-002,F270,POS-CAP-001,CAP,Governance sub-capability,"Cashiers MUST define lifecycle/state, operator/device scope, authorization, overrides/approvals, correction/reversal and immutable transaction evidence where financially relevant.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F270-CAP-003,F270,POS-CAP-001,CAP,Integration/evidence sub-capability,"Cashiers MUST expose auditable public contracts/events and evidence for Stock, customer/Sales/CRM, Accounting and shared platform interactions without direct private-table mutation.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F270-FR-001,F270,POS-CAP-001,FR,Operate lifecycle,Authorized users MUST execute the primary Cashiers lifecycle from a focused POS/store workspace with actionable validation and explicit state.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F270-FR-002,F270,POS-CAP-001,FR,Inspect exceptions,"Users MUST inspect history, exceptions, provider/sync/reconciliation state and related sale/shift/stock/accounting evidence for Cashiers without leaking unauthorized data.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
