feature_id,feature_name,module,web_classification,mobile_classification,offline_classification,desktop_authority,accessibility,status
F501,Trial balance,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F502,Profit & Loss,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F503,Balance Sheet,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F504,Cash Flow Statement,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F505,General Ledger report,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F506,AR aging report,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F507,AP aging report,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F508,Cost-centre / dimension reports,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F509,Financial dashboards,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F510,Audit trail,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
