feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
CRM-070,70,module,CRM,Advanced,70,Conversation intelligence,Advanced,COMPLETE,BLOCKED,P2,apps/web/src/app/(app)/crm/conversation-intelligence/page.tsx,"crm/conversation-intelligence.js (949 lines): calls, recordings, transcripts, insights, dashboard, timeline","tenant.crm_conversations, crm_conversation_recordings, crm_conversation_transcripts, crm_conversation_insights",,,"Per Prompt 11 CRM-010, the delivery worker (crm:provider-jobs) that would connect a live telephony/transcription provider does not exist.",Requires a live telephony/transcription provider not available in this environment,,MISSING_PROVIDER,,"Matches Prompt 11 CRM-010 exactly - code-complete, environment-blocked."
CRM-071,71,module,CRM,Advanced,71,Automatic email and call summarisation,Advanced,FOUNDATION_ONLY,NOT_READY,P3,apps/web/src/app/(app)/crm/ai-intelligence/page.tsx,crm/ai-intelligence.js buildGenerativeAssistantDraft(); crm/conversation-intelligence.js summary insight storage - both require summary content to already be supplied by the caller,"tenant.crm_conversation_insights (insight_type='summary'), crm_ai_predictions",,,No summarization model/provider exists anywhere; 'automatic' summarization is not automatic - a human or external system must produce the summary text first.,"Not automatic - requires pre-supplied summary content, no genuine summarization logic exists in-repo",,MISSING_PROVIDER,25,
CRM-072,72,module,CRM,Advanced,72,Predictive opportunity forecasting,Advanced,COMPLETE,READY,P3,apps/web/src/app/(app)/crm/opportunity-revenue/page.tsx,"crm/opportunity-revenue-intelligence.js calculatePredictiveForecast() - deterministic weighted formula (probability, historical win rate, health, activity recency, close-date overdue factor)",tenant.crm_opportunities (feeds the calculation),,,,,,NONE,,"Requirement text says 'predictive', not 'AI'; a genuine deterministic predictive model exists and is wired into capturePredictiveForecast()/the revenue workspace."
CRM-073,73,module,CRM,Advanced,73,Territory optimisation,Advanced,MISSING,NOT_READY,P3,,,,,,,No territory-optimization logic exists at all - only manual territory definition/assignment,,MISSING_SERVICE,25,No optimization algorithm exists anywhere; grepped 'optim' across crm.js and all crm/*.js files - zero matches.
CRM-074,74,module,CRM,Advanced,74,Partner and reseller relationship management,Advanced,COMPLETE,READY,P2,apps/web/src/app/(app)/crm/partner-engagement/page.tsx,"crm/partner-engagement.js registerPartnerDeal(), evaluatePartnerDealConflict(), calculatePartnerIncentive(), submitMdfRequest(), recordFieldVisit(), calculateGamificationAwards()","tenant.crm_partner_accounts, crm_partner_deals",,,,,,NONE,,"Substantial real deal-registration, MDF, field-visit, and incentive system (Prompt 11 CRM-014)."
SALES-001,75,module,Sales,Product and commercial setup,1,Product and service catalogue,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/settings/page.tsx,sales/index.js previewSalesDocument(),"tenant.items, tenant.price_lists",,,,,,NONE,,
SALES-002,76,module,Sales,Product and commercial setup,2,Product variants,Product and commercial setup,MISSING,NOT_READY,P2,,,,,,,No product-variant modeling exists at all,,MISSING_DB,26,No variant concept exists anywhere in tenant.items or any migration (grepped 'variant' across all database/tenant/migrations - zero matches).
SALES-003,77,module,Sales,Product and commercial setup,3,Units of measure,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/new/page.tsx,sales/index.js calculateLine() UOM conversion,"tenant.units_of_measure, tenant.item_uom_conversions",,,,,,NONE,,Real conversion-factor lookup with base-UOM fallback.
SALES-004,78,module,Sales,Product and commercial setup,4,Price lists,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/settings/page.tsx,"sales/index.js loadDocumentContext(), price_list lookup","tenant.price_lists, tenant.price_list_items",,,,,,NONE,,
SALES-005,79,module,Sales,Product and commercial setup,5,Customer-specific pricing,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/settings/page.tsx,sales/index.js calculateLine() sales_pricing_rules query filtered by party_id/party_type,"tenant.sales_pricing_rules (party_id, party_type)",,,,,,NONE,,
SALES-006,80,module,Sales,Product and commercial setup,6,Quantity-based pricing,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/settings/page.tsx,"sales/index.js price_list_items minimum_quantity tiering, sales_pricing_rules.minimum_quantity","tenant.price_list_items, tenant.sales_pricing_rules",,,,,,NONE,,
SALES-007,81,module,Sales,Product and commercial setup,7,Contract pricing,Product and commercial setup,PARTIAL,LIMITED,P2,apps/web/src/app/(app)/sales/settings/page.tsx,sales/index.js sales_pricing_rules (party_id + valid_from/valid_to),tenant.sales_pricing_rules,,,"Party-specific, time-bound pricing rules can informally serve as contract pricing, but there is no dedicated contract entity (no contract number, terms, or lifecycle/renewal tracking).","No first-class 'contract' entity exists, only generic time-bound pricing rules",,ARCHITECTURE_DECISION,26,
SALES-008,82,module,Sales,Product and commercial setup,8,Promotional pricing,Product and commercial setup,PARTIAL,LIMITED,P2,apps/web/src/app/(app)/sales/settings/page.tsx,sales/index.js sales_pricing_rules (valid_from/valid_to windows),tenant.sales_pricing_rules,,,"Time-bound pricing rules can serve as ad hoc promotions, but there is no dedicated promotion/promo-code entity or campaign linkage.","No first-class promotion entity, only generic time-bound pricing rules",,ARCHITECTURE_DECISION,26,
SALES-009,83,module,Sales,Product and commercial setup,9,Discount rules,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/new/page.tsx,"sales/index.js adjustment_type discount_percent/discount_amount/fixed_rate, priority ordering",tenant.sales_pricing_rules,,,,,,NONE,,
SALES-010,84,module,Sales,Product and commercial setup,10,Tax-inclusive and tax-exclusive pricing,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/settings/page.tsx,sales/index.js calculateLine() reads master.priceList.tax_inclusive to back out tax from a gross price,tenant.price_lists.tax_inclusive,,,,,,NONE,,
SALES-011,85,module,Sales,Product and commercial setup,11,Multi-currency pricing,Product and commercial setup,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/new/page.tsx,"sales/index.js exchange_rate captured per version, baseCurrencyTotal computed",tenant.sales_quotation_versions.currency_code/base_currency_code/exchange_rate,,,,,,NONE,,
SALES-012,86,module,Sales,Product and commercial setup,12,Sales territories and channels,Product and commercial setup,MISSING,NOT_READY,P3,,,,,,,No sales territory or channel concept exists within the Sales module itself,,MISSING_DB,26,No territory or channel field/table exists anywhere in the Sales schema; CRM has crm_territories but sales_orders/sales_quotations never reference it.
SALES-013,87,module,Sales,Product and commercial setup,13,Sales commission rules,Product and commercial setup,MISSING,NOT_READY,P2,,,,,,,No commission-rule modeling exists at all,,MISSING_DB,26,No commission concept exists anywhere (grepped 'commission' across all tenant migrations - zero matches).
SALES-014,88,module,Sales,Quotation management,14,Quotation creation,Quotation management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/new/page.tsx,sales/index.js createQuotation(),"tenant.sales_quotations, sales_quotation_versions",,,,,,NONE,,
SALES-015,89,module,Sales,Quotation management,15,Quotation templates,Quotation management,MISSING,NOT_READY,P3,,,,,,,"No reusable quotation template exists, each quotation is built from scratch",,MISSING_DB,26,No quotation-template entity exists in the Sales schema (grepped quotation_template - zero matches).
SALES-016,90,module,Sales,Quotation management,16,Product configuration,Quotation management,MISSING,NOT_READY,P2,,,,,,,No CPQ-style product configuration capability exists,,MISSING_DB,26,No product-configuration/configurator entity exists anywhere in the Sales schema. Same underlying gap as item 69 (CPQ).
SALES-017,91,module,Sales,Quotation management,17,Bundles and kits,Quotation management,MISSING,NOT_READY,P2,,,,,,,No bundle or kit modeling exists at all,,MISSING_DB,26,No bundle/kit concept exists anywhere in any tenant migration (grepped bundle/kit - zero matches).
SALES-018,92,module,Sales,Quotation management,18,Optional products,Quotation management,MISSING,NOT_READY,P3,,,,,,,No concept of an optional/alternate quotation line exists,,MISSING_DB,26,"Quotation lines (tenant.sales_quotation_lines) have no is_optional/alternate flag; every line is a firm, priced line item."
SALES-019,93,module,Sales,Quotation management,19,Terms and conditions,Quotation management,COMPLETE,READY,P2,apps/web/src/app/(app)/sales/quotations/new/page.tsx,sales/index.js insertQuotationVersion(),tenant.sales_quotation_versions.terms_and_conditions,,,,,,NONE,,
SALES-020,94,module,Sales,Quotation management,20,"Taxes, freight and additional charges",Quotation management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/new/page.tsx,sales/index.js previewSalesDocument() charge loop + tax computation (CGST/SGST/IGST logic),"tenant.sales_quotation_charges, sales_quotation_tax_lines",,,,,,NONE,,Real freight/handling/insurance/packing charge types plus intra/interstate GST component splitting.
SALES-021,95,module,Sales,Quotation management,21,Quotation revisions and version control,Quotation management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/[id]/page.tsx,sales/index.js reviseQuotation(),"tenant.sales_quotation_versions (immutable, versioned)",,,,,,NONE,,Versions are trigger-enforced immutable (sales_immutable_row()).
SALES-022,96,module,Sales,Quotation management,22,Internal quotation approval,Quotation management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/quotations/[id]/page.tsx,sales/index.js submitQuotation()/approveQuotation()/rejectQuotationApproval(),tenant.sales_quotations.approval_status,,,,,,NONE,,
SALES-023,97,module,Sales,Quotation management,23,Customer quotation portal,Quotation management,COMPLETE,READY,P1,public quote view (no internal UI needed),"sales/index.js sendQuotation(), resolvePublicQuoteToken()","tenant.sales_quote_share_links (token_hash, view_count, first/last_viewed_at)",,,,,,NONE,,Tokenized share links with real view tracking.
SALES-024,98,module,Sales,Quotation management,24,Electronic acceptance,Quotation management,COMPLETE,READY,P1,public quote view,sales/index.js recordPublicQuoteDecision(),"tenant.sales_quote_decisions (typed_signature, ip_address, user_agent)",,,,,,NONE,,Lightweight click-to-accept with captured evidence; distinct from a real e-signature provider (see item 25).
SALES-025,99,module,Sales,Quotation management,25,E-signature integration,Quotation management,MISSING,NOT_READY,P2,,,,,,,"No real e-signature provider is integrated, only a typed-name acceptance capture",,MISSING_INTEGRATION,26,"tenant.sales_quote_decisions.typed_signature is a plain text field, not an integration with a real e-signature provider (DocuSign/Adobe Sign/etc); no such SDK exists anywhere in the monorepo. Distinct from item 24 (electronic acceptance), which is real."
SALES-026,100,module,Sales,Quotation management,26,Quote expiry and reminders,Quotation management,PARTIAL,LIMITED,P2,apps/web/src/app/(app)/sales/reports/page.tsx (expiring-quotations report),sales/index.js getSalesReport('expiring-quotations'),tenant.sales_quotations.valid_until,,,"valid_until is tracked and a report surfaces quotes expiring within 30 days, but no automatic reminder is ever sent - a user must proactively open the report.","No automated reminder is sent before expiry, only a pull-based report",,MISSING_SERVICE,26,
SALES-027,101,module,Sales,Quotation management,27,Quote-to-order conversion,Quotation management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/orders/new/page.tsx,sales/index.js convertQuotationToOrder(),tenant.sales_orders.source_quotation_id/source_quotation_version_id,,,,,,NONE,,
SALES-028,102,module,Sales,Sales order management,28,Sales order creation,Sales order management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/orders/new/page.tsx,sales/index.js createSalesOrder(),"tenant.sales_orders, sales_order_versions",,,,,,NONE,,
SALES-029,103,module,Sales,Sales order management,29,Customer purchase-order references,Sales order management,COMPLETE,READY,P1,apps/web/src/app/(app)/sales/orders/new/page.tsx,sales/index.js insertOrderVersion(),tenant.sales_order_versions.customer_po_number/customer_po_date,,,,,,NONE,,
SALES-030,104,module,Sales,Sales order management,30,Inventory availability checking,Sales order management,MISSING,NOT_READY,P1,,sales/index.js calculateLine()/loadDocumentContext() never join any tenant.stock_* balance table,,,,No query anywhere in services/api/src/sales/index.js checks real Stock-module on-hand/available quantity before allowing an order line.,No real-time inventory availability check against the Stock module exists,,CROSS_MODULE_GAP,26,Same zero-Stock-integration pattern independently confirmed for reservation (item 31) and fulfillment (item 34/45).
SALES-031,105,module,Sales,Sales order management,31,Stock reservation,Sales order management,FOUNDATION_ONLY,NOT_READY,P1,apps/web/src/app/(app)/sales/orders/[id]/page.tsx,sales/index.js reserveSalesOrderLines() - Sales-local bookkeeping only,tenant.sales_order_line_progress.reserved_quantity,,,Never writes to tenant.stock_reservations - confirmed zero Stock-module references in sales/index.js.,Reservation has zero effect on real inventory availability in the Stock module,,CROSS_MODULE_GAP,26,Confirmed in Prompt 11 SALES-009.
SALES-032,106,module,Sales,Sales order management,32,Credit-limit checking,Sales order management,COMPLETE,READY,P0,apps/web/src/app/(app)/sales/orders/[id]/page.tsx,"sales/index.js confirmSalesOrder() - real exposure calc (sum of unbilled confirmed/on-hold orders + this order) vs business_parties.credit_limit, with override path",tenant.business_parties.credit_limit,sales.credit.override,,,,,NONE,,"Genuine financial-correctness control including a permissioned, reason-required override (Prompt 11 SALES-005)."
